mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
6	6	3/16	3/16	12/16	2	1		V64	d	i	i	V64	V		64					M	1	1	2, 1, 5		1	2
6	6	3/8	3/8	12/16	2	1		i6	d	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
6	6	9/16	9/16	12/16	2	1		V2	d	i	i	V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
7	7	0	0	12/16	2	1		i]	d	i	i	i	i							m	1	1	0, -3, 1		0	0
7	7	3/16	3/16	12/16	2	1		iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
7	7	3/8	3/8	12/16	2	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
7	7	9/16	9/16	12/16	2	1		#viio7/v	d	i		#viio7/v	#vii	o	7		v			o7	1	1	6, 3, 0, -3		6	6
8	8	0	0	12/16	2	1		v6	d	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
8	8	3/16	3/16	12/16	2	1		V6/v	d	i		V6/v	V		6		v			M	1	1	6, 3, 2		2	6
8	8	3/8	3/8	12/16	2	1		v	d	i		v	v							m	1	1	1, -2, 2		1	1
8	8	9/16	9/16	12/16	2	1		V43/v	d	i		V43/v	V		43		v			Mm7	1	1	3, 0, 2, 6		2	3
9	9	0	0	12/16	2	1		v6	d	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
9	9	3/16	3/16	12/16	2	1		#viio65/v	d	i		#viio65/v	#vii	o	65		v			o7	1	1	3, 0, -3, 6		6	3
9	9	3/8	3/8	12/16	2	1		V7	d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
9	9	9/16	9/16	12/16	2	1		#viio2/ii	d	i		#viio2/ii	#vii	o	2		ii			o7	1	1	-2, 7, 4, 1		7	-2
10	10	0	0	12/16	2	1		iio64	d	i		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4
10	10	3/16	3/16	12/16	2	1		#viio65/iv	d	i		#viio65/iv	#vii	o	65		iv			o7	1	1	1, -2, -5, 4		4	1
10	10	3/8	3/8	12/16	2	1		V7/VII	d	i		V7/VII	V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
10	10	9/16	9/16	12/16	2	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
11	11	0	0	12/16	2	1		i[i	d	i	i	i	i							m	1	1	0, -3, 1		0	0
11	11	3/16	3/16	12/16	2	1		iv6(2)	d	i	i	iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
11	11	5/16	5/16	12/16	2	1		iv6	d	i	i	iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
11	11	3/8	3/8	12/16	2	1		III6(2)	d	i	i	III6(2)	III		6	2				M	1	1	1, -2, -1		-3	1
11	11	1/2	1/2	12/16	2	1		III6	d	i	i	III6	III		6					M	1	1	1, -2, -3		-3	1
11	11	9/16	9/16	12/16	2	1		iio6(2)	d	i	i	iio6(2)	ii	o	6	2				o	1	1	-1, -4, -3		2	-1
11	11	11/16	11/16	12/16	2	1		iio6	d	i	i	iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
12	12	0	0	12/16	2	1		i6(2)	d	i	i	i6(2)	i		6	2				m	1	1	-3, 1, 2		0	-3
12	12	1/8	1/8	12/16	2	1		i6	d	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
12	12	3/16	3/16	12/16	2	1		V65/iv	d	i	i	V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
12	12	3/8	3/8	12/16	2	1		iv(4)	d	i	i	iv(4)	iv			4				m	1	1	-1, -2, 0		-1	-1
12	12	1/2	1/2	12/16	2	1		iv	d	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
12	12	9/16	9/16	12/16	2	1		#viio7	d	i	i	#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
13	13	0	0	12/16	2	1		i	d	i	i	i	i							m	1	1	0, -3, 1		0	0
13	13	3/16	3/16	12/16	2	1		V64	d	i	i	V64	V		64					M	1	1	2, 1, 5		1	2
13	13	3/8	3/8	12/16	2	1		i6	d	i	i	i6	i		6					m	1	1	-3, 1, 0		0	-3
13	13	9/16	9/16	12/16	2	1		V2	d	i	i	V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
14	14	0	0	12/16	2	1		i]	d	i	i	i	i							m	1	1	0, -3, 1		0	0
14	14	3/16	3/16	12/16	2	1		#viio43	d	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
14	14	3/8	3/8	12/16	2	1		V7/iv	d	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
14	14	9/16	9/16	12/16	2	1		#viio7/v	d	i		#viio7/v	#vii	o	7		v			o7	1	1	6, 3, 0, -3		6	6
15	15	0	0	12/16	2	1		viio6/VI	d	i		viio6/VI	vii	o	6		VI			o	1	1	-2, -5, 1		1	-2
15	15	3/16	3/16	12/16	2	1		viio43/VII	d	i		viio43/VII	vii	o	43		VII			o7	1	1	-3, -6, 3, 0		3	-3
15	15	3/8	3/8	12/16	2	1		V7/III	d	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
15	15	9/16	9/16	12/16	2	1		#viio7/iv	d	i		#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
16	16	0	0	12/16	2	1		iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
16	16	3/16	3/16	12/16	2	1		V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
16	16	3/8	3/8	12/16	2	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
16	16	9/16	9/16	12/16	2	1		v.#viio	d	v		#viio	#vii	o						o	1	1	5, 2, -1		5	5
17	17	0	0	12/16	2	1		i6(2)	d	v		i6(2)	i		6	2				m	1	1	-3, 1, 2		0	-3
17	17	3/16	3/16	12/16	2	1		i6	d	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
17	17	3/8	3/8	12/16	2	1		V43	d	v		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
17	17	9/16	9/16	12/16	2	1		i	d	v		i	i							m	1	1	0, -3, 1		0	0
18	18	0	0	12/16	2	1		V6	d	v		V6	V		6					M	1	1	5, 2, 1		1	5
18	18	3/16	3/16	12/16	2	1		viio65/V	d	v		viio65/V	vii	o	65		V			o7	1	1	3, 0, -3, 6		6	3
18	18	3/8	3/8	12/16	2	1		V7	d	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
18	18	9/16	9/16	12/16	2	1		V7/iv	d	v		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
19	19	0	0	12/16	2	1		V7/VII	d	v		V7/VII	V		7		VII			Mm7	1	1	-1, 3, 0, -3		-1	-1
19	19	3/16	3/16	12/16	2	1		#viio7	d	v		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
19	19	3/8	3/8	12/16	2	1		i	d	v		i	i							m	1	1	0, -3, 1		0	0
19	19	9/16	9/16	12/16	2	1		viio6/V	d	v		viio6/V	vii	o	6		V			o	1	1	3, 0, 6		6	3
20	20	0	0	12/16	2	1		V[#vii%7	d	v	V	#vii%7	#vii	%	7					%7	1	1	5, 2, -1, 3		5	5
20	20	1/8	1/8	12/16	2	1		#viio7	d	v	V	#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
20	20	3/16	3/16	12/16	2	1		v6(2)	d	v	V	v6(2)	v		6	2				m	1	1	-2, 2, -4		1	-2
20	20	5/16	5/16	12/16	2	1		v6	d	v	V	v6	v		6					m	1	1	-2, 2, 1		1	-2
20	20	3/8	3/8	12/16	2	1		#vi%7	d	v	V	#vi%7	#vi	%	7					%7	1	1	3, 0, -3, 1		3	3
20	20	9/16	9/16	12/16	2	1		iv6(2)	d	v	V	iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
20	20	11/16	11/16	12/16	2	1		iv6	d	v	V	iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
21	21	0	0	12/16	2	1		V7	d	v	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
21	21	3/16	3/16	12/16	2	1		i(4)	d	v	V	i(4)	i			4				m	1	1	0, -1, 1		0	0
21	21	5/16	5/16	12/16	2	1		i	d	v	V	i	i							m	1	1	0, -3, 1		0	0
21	21	3/8	3/8	12/16	2	1		viio7/V	d	v	V	viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
21	21	9/16	9/16	12/16	2	1		bII6(2)	d	v	V	bII6(2)	bII		6	2				M	1	1	-1, -4, -3		-5	-1
21	21	11/16	11/16	12/16	2	1		bII6	d	v	V	bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
22	22	0	0	12/16	2	1		#viio7/iv	d	v	V	#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
22	22	3/16	3/16	12/16	2	1		i6(b2)	d	v	V	i6(b2)	i		6	b2				m	1	1	-3, 1, -5		0	-3
22	22	5/16	5/16	12/16	2	1		i6	d	v	V	i6	i		6					m	1	1	-3, 1, 0		0	-3
22	22	3/8	3/8	12/16	2	1		ii%7	d	v	V	ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
22	22	9/16	9/16	12/16	2	1		IV	d	v	V	IV	IV							M	1	1	-1, 3, 0		-1	-1
22	22	11/16	11/16	12/16	2	1		#viio64]	d	v	V	#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
23	23	0	0	12/16	2	1		I[I	d	v	I	I	I							M	1	1	0, 4, 1		0	0
23	23	3/16	3/16	12/16	2	1		iio6	d	v	I	iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
23	23	3/8	3/8	12/16	2	1		I	d	v	I	I	I							M	1	1	0, 4, 1		0	0
23	23	9/16	9/16	12/16	2	1		iv	d	v	I	iv	iv							m	1	1	-1, -4, 0		-1	-1
24	24	0	0	12/16	2	1		I	d	v	I	I	I							M	1	1	0, 4, 1		0	0
24	24	3/16	3/16	12/16	2	1		#viio43	d	v	I	#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
24	24	3/8	3/8	12/16	2	1		I]\\	d	v	I	I	I						\\	M	1	1	0, 4, 1		0	0
25	25	0	0	12/16	2	1		V	d	v		V	V							M	1	1	1, 5, 2		1	1
25	25	3/16	3/16	12/16	2	1		iv	d	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
25	25	3/8	3/8	12/16	2	1		i6	d	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
25	25	9/16	9/16	12/16	2	1		V64	d	v		V64	V		64					M	1	1	2, 1, 5		1	2
26	26	0	0	12/16	2	1		i	d	v		i	i							m	1	1	0, -3, 1		0	0
26	26	3/16	3/16	12/16	2	1		#viio	d	v		#viio	#vii	o						o	1	1	5, 2, -1		5	5
26	26	3/8	3/8	12/16	2	1		i.#viio	d	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
26	26	9/16	9/16	12/16	2	1		iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
27	27	0	0	12/16	2	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
27	27	3/16	3/16	12/16	2	1		iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
27	27	3/8	3/8	12/16	2	1		III6	d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
27	27	9/16	9/16	12/16	2	1		iio6	d	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
28	28	0	0	12/16	2	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
28	28	3/16	3/16	12/16	2	1		#viio	d	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
28	28	3/8	3/8	12/16	2	1		V/iv	d	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
28	28	9/16	9/16	12/16	2	1		#viio7/iv	d	i		#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
29	29	0	0	12/16	2	1		V43/iv	d	i		V43/iv	V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
29	29	3/16	3/16	12/16	2	1		#viio2/ii	d	i		#viio2/ii	#vii	o	2		ii			o7	1	1	-2, 7, 4, 1		7	-2
29	29	3/8	3/8	12/16	2	1		#viio/v	d	i		#viio/v	#vii	o			v			o	1	1	6, 3, 0		6	6
29	29	9/16	9/16	12/16	2	1		#viio7/v	d	i		#viio7/v	#vii	o	7		v			o7	1	1	6, 3, 0, -3		6	6
30	30	0	0	12/16	2	1		v[v	d	i	v	v	v							m	1	1	1, -2, 2		1	1
30	30	3/16	3/16	12/16	2	1		iv6/v	d	i	v	iv6/v	iv		6		v			m	1	1	-3, 1, 0		0	-3
30	30	3/8	3/8	12/16	2	1		v	d	i	v	v	v							m	1	1	1, -2, 2		1	1
30	30	9/16	9/16	12/16	2	1		iio6/v	d	i	v	iio6/v	ii	o	6		v			o	1	1	0, -3, 3		3	0
31	31	0	0	12/16	2	1		v]	d	i	v	v	v							m	1	1	1, -2, 2		1	1
31	31	3/16	3/16	12/16	2	1		#viio/v	d	i		#viio/v	#vii	o			v			o	1	1	6, 3, 0		6	6
31	31	3/8	3/8	12/16	2	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
31	31	9/16	9/16	12/16	2	1		#viio7	d	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
32	32	0	0	12/16	2	1		v	d	i		v	v							m	1	1	1, -2, 2		1	1
32	32	3/16	3/16	12/16	2	1		V2/iv	d	i		V2/iv	V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
32	32	3/8	3/8	12/16	2	1		iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
32	32	9/16	9/16	12/16	2	1		V64/iv	d	i		V64/iv	V		64		iv			M	1	1	1, 0, 4		0	1
33	33	0	0	12/16	2	1		iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
33	33	3/16	3/16	12/16	2	1		#viio7/iv	d	i		#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
33	33	3/8	3/8	12/16	2	1		viio/VII	d	i		viio/VII	vii	o			VII			o	1	1	3, 0, -3		3	3
33	33	9/16	9/16	12/16	2	1		viio43/VII	d	i		viio43/VII	vii	o	43		VII			o7	1	1	-3, -6, 3, 0		3	-3
34	34	0	0	12/16	2	1		#viio	d	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
34	34	3/16	3/16	12/16	2	1		viio7/V	d	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
34	34	3/8	3/8	12/16	2	1		#viio	d	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
34	34	9/16	9/16	12/16	2	1		#viio43	d	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
35	35	0	0	12/16	2	1		V/iv	d	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
35	35	3/16	3/16	12/16	2	1		IV6(+2)/iv	d	i		IV6(+2)/iv	IV		6	+2	iv			M	1	1	2, -1, -2	0	-2	2
35	35	3/8	3/8	12/16	2	1		V6/iv	d	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
35	35	9/16	9/16	12/16	2	1		#vi%65/iv	d	i		#vi%65/iv	#vi	%	65		iv			%7	1	1	-1, -4, 0, 2		2	-1
36	36	0	0	12/16	2	1		V64/iv	d	i		V64/iv	V		64		iv			M	1	1	1, 0, 4		0	1
36	36	3/16	3/16	12/16	2	1		viio/VII	d	i		viio/VII	vii	o			VII			o	1	1	3, 0, -3		3	3
36	36	3/8	3/8	12/16	2	1		#viio	d	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
36	36	9/16	9/16	12/16	2	1		#viio7	d	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
37	37	0	0	12/16	2	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
37	37	3/16	3/16	12/16	2	1		iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
37	37	3/8	3/8	12/16	2	1		i64	d	i		i64	i		64					m	1	1	1, 0, -3		0	1
37	37	9/16	9/16	12/16	2	1		ii%65	d	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
38	38	0	0	12/16	2	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
38	38	3/16	3/16	12/16	2	1		#viio43	d	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
38	38	3/8	3/8	12/16	2	1		#viio6/iv	d	i		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
38	38	9/16	9/16	12/16	2	1		#viio7/iv	d	i		#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
39	39	0	0	12/16	2	1		viio/V	d	i		viio/V	vii	o			V			o	1	1	6, 3, 0		6	6
39	39	3/16	3/16	12/16	2	1		#viio43/ii	d	i		#viio43/ii	#vii	o	43		ii			o7	1	1	1, -2, 7, 4		7	1
39	39	3/8	3/8	12/16	2	1		viio6/V	d	i		viio6/V	vii	o	6		V			o	1	1	3, 0, 6		6	3
39	39	9/16	9/16	12/16	2	1		viio7/V	d	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
40	40	0	0	12/16	2	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
40	40	3/16	3/16	12/16	2	1		V7	d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
40	40	3/8	3/8	12/16	2	1		V/iv	d	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
40	40	9/16	9/16	12/16	2	1		#viio7/v	d	i		#viio7/v	#vii	o	7		v			o7	1	1	6, 3, 0, -3		6	6
41	41	0	0	12/16	2	1		v	d	i		v	v							m	1	1	1, -2, 2		1	1
41	41	3/16	3/16	12/16	2	1		v2	d	i		v2	v		2					mm7	1	1	-1, 1, -2, 2		1	-1
41	41	3/8	3/8	12/16	2	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
41	41	9/16	9/16	12/16	2	1		V64	d	i		V64	V		64					M	1	1	2, 1, 5		1	2
42	42	0	0	12/16	2	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
42	42	3/16	3/16	12/16	2	1		#viio7	d	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
42	42	3/8	3/8	12/16	2	1		V6/iv	d	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
42	42	9/16	9/16	12/16	2	1		#viio7/ii	d	i		#viio7/ii	#vii	o	7		ii			o7	1	1	7, 4, 1, -2		7	7
43	43	0	0	12/16	2	1		ii6	d	i		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
43	43	3/16	3/16	12/16	2	1		viio7/V	d	i		viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
43	43	3/8	3/8	12/16	2	1		V65	d	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
43	43	9/16	9/16	12/16	2	1		#viio43	d	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
44	44	0	0	12/16	2	1		i64	d	i		i64	i		64					m	1	1	1, 0, -3		0	1
44	44	3/16	3/16	12/16	2	1		I64	d	i		I64	I		64					M	1	1	1, 0, 4		0	1
44	44	3/8	3/8	12/16	2	1		iv6(+2)	d	i		iv6(+2)	iv		6	+2				m	1	1	-4, 0, -1	1	-1	-4
44	44	9/16	9/16	12/16	2	1		#viio6(+2)/v	d	i		#viio6(+2)/v	#vii	o	6	+2	v			o	1	1	3, 0, 6	1	6	3
45	45	0	0	12/16	2	1		v6	d	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
45	45	3/16	3/16	12/16	2	1		V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
45	45	3/8	3/8	12/16	2	1		#viio7(+6)	d	i		#viio7(+6)	#vii	o	7	+6				o7	1	1	5, 2, -1, -4	1	5	5
45	45	9/16	9/16	12/16	2	1		V65/ii	d	i		V65/ii	V		65		ii			Mm7	1	1	7, 4, 1, 3		3	7
46	46	0	0	12/16	2	1		v64	d	i		v64	v		64					m	1	1	2, 1, -2		1	2
46	46	3/16	3/16	12/16	2	1		V64	d	i		V64	V		64					M	1	1	2, 1, 5		1	2
46	46	3/8	3/8	12/16	2	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
46	46	9/16	9/16	12/16	2	1		#viio/iv	d	i		#viio/iv	#vii	o			iv			o	1	1	4, 1, -2		4	4
47	47	0	0	12/16	2	1		iv(9)	d	i		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
47	47	3/16	3/16	12/16	2	1		iv6(+2)	d	i		iv6(+2)	iv		6	+2				m	1	1	-4, 0, -1	1	-1	-4
47	47	3/8	3/8	12/16	2	1		i64	d	i		i64	i		64					m	1	1	1, 0, -3		0	1
47	47	9/16	9/16	12/16	2	1		ii%65	d	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
48	48	0	0	12/16	2	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
48	48	3/16	3/16	12/16	2	1		#viio43	d	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
48	48	3/8	3/8	12/16	2	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
48	48	9/16	9/16	12/16	2	1		bII6	d	i		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
49	49	0	0	12/16	2	1		V(64)	d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
49	49	3/16	3/16	12/16	2	1		#viio43	d	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
49	49	3/8	3/8	12/16	2	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
49	49	9/16	9/16	12/16	2	1		#viio65	d	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
50	50	0	0	12/16	2	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
50	50	3/16	3/16	12/16	2	1		#viio7	d	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
50	50	3/8	3/8	12/16	2	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
50	50	9/16	9/16	12/16	2	1		#vio	d	i		#vio	#vi	o						o	1	1	3, 0, -3		3	3
51	51	0	0	12/16	2	1		V43	d	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
51	51	3/16	3/16	12/16	2	1		V7	d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
51	51	3/8	3/8	12/16	2	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
51	51	9/16	9/16	12/16	2	1		iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
52	52	0	0	12/16	2	1		V[#viio7	d	i	V	#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
52	52	3/16	3/16	12/16	2	1		v6(b2)	d	i	V	v6(b2)	v		6	b2				m	1	1	-2, 2, -11		1	-2
52	52	5/16	5/16	12/16	2	1		v6	d	i	V	v6	v		6					m	1	1	-2, 2, 1		1	-2
52	52	3/8	3/8	12/16	2	1		#vi%7	d	i	V	#vi%7	#vi	%	7					%7	1	1	3, 0, -3, 1		3	3
52	52	9/16	9/16	12/16	2	1		iv6(2)	d	i	V	iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
52	52	11/16	11/16	12/16	2	1		iv6	d	i	V	iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
53	53	0	0	12/16	2	1		V7	d	i	V	V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
53	53	3/16	3/16	12/16	2	1		i(4)	d	i	V	i(4)	i			4				m	1	1	0, -1, 1		0	0
53	53	5/16	5/16	12/16	2	1		i	d	i	V	i	i							m	1	1	0, -3, 1		0	0
53	53	3/8	3/8	12/16	2	1		viio7/V	d	i	V	viio7/V	vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
53	53	9/16	9/16	12/16	2	1		bII6(2)	d	i	V	bII6(2)	bII		6	2				M	1	1	-1, -4, -3		-5	-1
53	53	11/16	11/16	12/16	2	1		bII6	d	i	V	bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
54	54	0	0	12/16	2	1		#viio7/iv	d	i	V	#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
54	54	3/16	3/16	12/16	2	1		i6(b2)	d	i	V	i6(b2)	i		6	b2				m	1	1	-3, 1, -5		0	-3
54	54	5/16	5/16	12/16	2	1		i6	d	i	V	i6	i		6					m	1	1	-3, 1, 0		0	-3
54	54	3/8	3/8	12/16	2	1		ii%7	d	i	V	ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
54	54	9/16	9/16	12/16	2	1		IV	d	i	V	IV	IV							M	1	1	-1, 3, 0		-1	-1
