mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
11	10	1/4	1/4	2/2	2	1		V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
11	10	1/2	1/2	2/2	2	1		V\\	G	I		V	V						\\	M	0	0	1, 5, 2		1	1
12	10	0	3/4	2/2	2	1		V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
13	11	0	0	2/2	2	1		V	G	I		V	V							M	0	0	1, 5, 2		1	1
13	11	1/4	1/4	2/2	2	1		V6	G	I		V6	V		6					M	0	0	5, 2, 1		1	5
13	11	1/2	1/2	2/2	2	1		V	G	I		V	V							M	0	0	1, 5, 2		1	1
14	12	0	0	2/2	2	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
14	12	1/4	1/4	2/2	2	1		I64	G	I		I64	I		64					M	0	0	1, 0, 4		0	1
14	12	1/2	1/2	2/2	2	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
14	12	3/4	3/4	2/2	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
15	13	0	0	2/2	2	1		ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
15	13	1/4	1/4	2/2	2	1		#viio6/vi	G	I		#viio6/vi	#vii	o	6		vi			o	0	0	5, 2, 8		8	5
15	13	1/2	1/2	2/2	2	1		vi6	G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
15	13	3/4	3/4	2/2	2	1		vi	G	I		vi	vi							m	0	0	3, 0, 4		3	3
16	14	0	0	2/2	2	1		V/vi	G	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
16	14	1/4	1/4	2/2	2	1		IV6/vi	G	I		IV6/vi	IV		6		vi			M	0	0	6, 3, 2		2	6
16	14	1/2	1/2	2/2	2	1		V6/vi	G	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
16	14	3/4	3/4	2/2	2	1		V43/vi	G	I		V43/vi	V		43		vi			Mm7	0	0	5, 2, 4, 8		4	5
17	15	0	0	2/2	2	1		vi	G	I		vi	vi							m	0	0	3, 0, 4		3	3
17	15	1/4	1/4	2/2	2	1		vi2	G	I		vi2	vi		2					mm7	0	0	1, 3, 0, 4		3	1
17	15	1/2	1/2	2/2	2	1		viio7/V	G	I		viio7/V	vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
17	15	3/4	3/4	2/2	2	1		V65/V	G	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
18	16	0	0	2/2	2	1		#viio/vi	G	I		#viio/vi	#vii	o			vi			o	0	0	8, 5, 2		8	8
18	16	1/4	1/4	2/2	2	1		#viio43/vi	G	I		#viio43/vi	#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2
18	16	1/2	1/2	2/2	2	1		V/ii	G	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
18	16	3/4	3/4	2/2	2	1		#viio7/ii	G	I		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
19	17	0	0	2/2	2	1		iv6/vi	G	I		iv6/vi	iv		6		vi			m	0	0	-1, 3, 2		2	-1
19	17	1/4	1/4	2/2	2	1		iio6/vi	G	I		iio6/vi	ii	o	6		vi			o	0	0	2, -1, 5		5	2
19	17	1/2	1/2	2/2	2	1		V/vi	G	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
20	18	0	0	2/2	2	1		vi	G	I		vi	vi							m	0	0	3, 0, 4		3	3
20	18	1/4	1/4	2/2	2	1		vi6	G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
20	18	1/2	1/2	2/2	2	1		vi\\	G	I		vi	vi						\\	m	0	0	3, 0, 4		3	3
21	19	1/4	1/4	2/2	2	1		vi6	G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
21	19	1/2	1/2	2/2	2	1		IV6	G	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
21	19	3/4	3/4	2/2	2	1		IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
22	20	0	0	2/2	2	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
22	20	1/4	1/4	2/2	2	1		I64	G	I		I64	I		64					M	0	0	1, 0, 4		0	1
22	20	1/2	1/2	2/2	2	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
22	20	3/4	3/4	2/2	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
23	21	0	0	2/2	2	1		IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
23	21	1/4	1/4	2/2	2	1		VI/ii	G	I		VI/ii	VI				ii			M	0	0	-2, 2, -1		-2	-2
23	21	1/2	1/2	2/2	2	1		iio/ii	G	I		iio/ii	ii	o			ii			o	0	0	4, 1, -2		4	4
23	21	3/4	3/4	2/2	2	1		V/ii	G	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
24	22	0	0	2/2	2	1		ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
24	22	1/4	1/4	2/2	2	1		IVM65	G	I		IVM65	IV	M	65					MM7	0	0	3, 0, 4, -1		-1	3
24	22	1/2	1/2	2/2	2	1		viio	G	I		viio	vii	o						o	0	0	5, 2, -1		5	5
24	22	3/4	3/4	2/2	2	1		V	G	I		V	V							M	0	0	1, 5, 2		1	1
25	23	0	0	2/2	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
25	23	1/4	1/4	2/2	2	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
25	23	1/2	1/2	2/2	2	1		vi6	G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
25	23	3/4	3/4	2/2	2	1		vi	G	I		vi	vi							m	0	0	3, 0, 4		3	3
26	24	0	0	2/2	2	1		ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
26	24	1/4	1/4	2/2	2	1		ii6	G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
26	24	1/2	1/2	2/2	2	1		viio6	G	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
26	24	3/4	3/4	2/2	2	1		viio	G	I		viio	vii	o						o	0	0	5, 2, -1		5	5
27	25	0	0	2/2	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
27	25	1/4	1/4	2/2	2	1		I64	G	I		I64	I		64					M	0	0	1, 0, 4		0	1
27	25	1/2	1/2	2/2	2	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
27	25	3/4	3/4	2/2	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
28	26	0	0	2/2	2	1		V	G	I		V	V							M	0	0	1, 5, 2		1	1
28	26	3/8	3/8	2/2	2	1		IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
28	26	1/2	1/2	2/2	2	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
28	26	3/4	3/4	2/2	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
29	27	0	0	2/2	2	1		IV	G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
29	27	1/4	1/4	2/2	2	1		viio	G	I		viio	vii	o						o	0	0	5, 2, -1		5	5
29	27	1/2	1/2	2/2	2	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
29	27	3/4	3/4	2/2	2	1		vi6	G	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
30	28	0	0	2/2	2	1		ii	G	I		ii	ii							m	0	0	2, -1, 3		2	2
30	28	1/4	1/4	2/2	2	1		V	G	I		V	V							M	0	0	1, 5, 2		1	1
30	28	1/2	1/2	2/2	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
30	28	3/4	3/4	2/2	2	1		I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
31	29	0	0	2/2	2	1		I	G	I		I	I							M	0	0	0, 4, 1		0	0
31	29	1/2	1/2	2/2	2	1		V(64)	G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
31	29	3/4	3/4	2/2	2	1		V	G	I		V	V							M	0	0	1, 5, 2		1	1
32	30	0	0	2/2	2	1	1	I	G	I		I	I							M	0	0	0, 4, 1		0	0
32	30	1/4	1/4	2/2	2	1	1	I6	G	I		I6	I		6					M	0	0	4, 1, 0		0	4
32	30	1/2	1/2	2/2	2	1	1	I\\	G	I		I	I						\\	M	0	0	0, 4, 1		0	0
33	30	0	0	2/2	2	1	2	I\\	G	I		I	I						\\	M	0	0	0, 4, 1		0	0
