quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
27/2	0.5	10	10	0	0	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
14	0.5	10	10	1/8	1/8	3/8	2	1	#vio	e	i		#vio	#vi	o						o	1	1	3, 0, -3		3	3
29/2	0.5	10	10	1/4	1/4	3/8	2	1	ii%2	e	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
15	0.5	11	11	0	0	3/8	2	1	#viio	e	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
31/2	0.5	11	11	1/8	1/8	3/8	2	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
16	0.5	11	11	1/4	1/4	3/8	2	1	i2	e	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
33/2	0.5	12	12	0	0	3/8	2	1	VIM7	e	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
17	0.5	12	12	1/8	1/8	3/8	2	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
35/2	0.5	12	12	1/4	1/4	3/8	2	1	ii%65	e	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
18	0.5	13	13	0	0	3/8	2	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
37/2	0.5	13	13	1/8	1/8	3/8	2	1	IV	e	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
19	0.5	13	13	1/4	1/4	3/8	2	1	#viio6	e	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
39/2	0.5	14	14	0	0	3/8	2	1	VI6	e	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
20	0.5	14	14	1/8	1/8	3/8	2	1	V2/V	e	i		V2/V	V		2		V			Mm7	1	1	0, 2, 6, 3		2	0
41/2	0.5	14	14	1/4	1/4	3/8	2	1	V65	e	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
21	0.5	15	15	0	0	3/8	2	1	V(b9)/iv	e	i		V(b9)/iv	V			b9	iv			M	1	1	0, 4, 1	-12	0	0
43/2	0.5	15	15	1/8	1/8	3/8	2	1	V2/iv	e	i		V2/iv	V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
22	0.5	15	15	1/4	1/4	3/8	2	1	V65/VII	e	i		V65/VII	V		65		VII			Mm7	1	1	3, 0, -3, -1		-1	3
45/2	0.5	16	16	0	0	3/8	2	1	#viio6(+2)	e	i		#viio6(+2)	#vii	o	6	+2				o	1	1	2, -1, 5	0	5	2
23	0.5	16	16	1/8	1/8	3/8	2	1	#viio2	e	i		#viio2	#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
47/2	0.5	16	16	1/4	1/4	3/8	2	1	i64	e	i		i64	i		64					m	1	1	1, 0, -3		0	1
24	0.5	17	17	0	0	3/8	2	1	VII64(9)	e	i		VII64(9)	VII		64	9				M	1	1	-1, -2, 2	0	-2	-1
49/2	0.5	17	17	1/8	1/8	3/8	2	1	V7/VI	e	i		V7/VI	V		7		VI			Mm7	1	1	-3, 1, -2, -5		-3	-3
25	0.5	17	17	1/4	1/4	3/8	2	1	VI(9)	e	i		VI(9)	VI			9				M	1	1	-4, 0, -3	-2	-4	-4
51/2	0.5	18	18	0	0	3/8	2	1	iv	e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
26	0.5	18	18	1/8	1/8	3/8	2	1	ii%7	e	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
53/2	0.5	18	18	1/4	1/4	3/8	2	1	V2(9)	e	i		V2(9)	V		2	9				Mm7	1	1	-1, 1, 5, 2	-4	1	-1
27	0.5	19	19	0	0	3/8	2	1	#iii	e	i		#iii	#iii							m	1	1	4, 1, 5		4	4
55/2	0.5	19	19	1/8	1/8	3/8	2	1	V7/iv	e	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
28	0.5	19	19	1/4	1/4	3/8	2	1	V2(9)/VII	e	i		V2(9)/VII	V		2	9	VII			Mm7	1	1	-3, -1, 3, 0	1	-1	-3
57/2	0.5	20	20	0	0	3/8	2	1	ii%7	e	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
29	0.5	20	20	1/8	1/8	3/8	2	1	iv6	e	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
59/2	0.25	20	20	1/4	1/4	3/8	2	1	#viio7	e	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
119/4	0.25	20	20	5/16	5/16	3/8	2	1	V6	e	i		V6	V		6					M	1	1	5, 2, 1		1	5
30	1.0	21	21	0	0	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
31	0.5	21	21	1/4	1/4	3/8	2	1	v6	e	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
63/2	0.5	22	22	0	0	3/8	2	1	VI	e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
32	0.5	22	22	1/8	1/8	3/8	2	1	iio64	e	i		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4
65/2	0.5	22	22	1/4	1/4	3/8	2	1	III6	e	i		III6	III		6					M	1	1	1, -2, -3		-3	1
33	1.0	23	23	0	0	3/8	2	1	iio6	e	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
34	0.5	23	23	1/4	1/4	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
69/2	0.5	24	24	0	0	3/8	2	1	iio	e	i		iio	ii	o						o	1	1	2, -1, -4		2	2
35	0.5	24	24	1/8	1/8	3/8	2	1	V64	e	i		V64	V		64					M	1	1	2, 1, 5		1	2
71/2	0.5	24	24	1/4	1/4	3/8	2	1	iv64	e	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
36	0.5	25	25	0	0	3/8	2	1	V6	e	i		V6	V		6					M	1	1	5, 2, 1		1	5
73/2	1.0	25	25	1/8	1/8	3/8	2	1	#viio	e	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
75/2	0.5	26	26	0	0	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
38	0.25	26	26	1/8	1/8	3/8	2	1	VI6/v	e	i		VI6/v	VI		6		v			M	1	1	1, -2, -3		-3	1
153/4	0.25	26	26	3/16	3/16	3/8	2	1	v6	e	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
77/2	0.25	26	26	1/4	1/4	3/8	2	1	#viio6/v	e	i		#viio6/v	#vii	o	6		v			o	1	1	3, 0, 6		6	3
155/4	0.25	26	26	5/16	5/16	3/8	2	1	v	e	i		v	v							m	1	1	1, -2, 2		1	1
39	0.5	27	27	0	0	3/8	2	1	V6/v	e	i		V6/v	V		6		v			M	1	1	6, 3, 2		2	6
79/2	0.5	27	27	1/8	1/8	3/8	2	1	V65(6)/v	e	i		V65(6)/v	V		65	6	v			Mm7	1	1	6, -2, 0, 2		2	6
40	0.5	27	27	1/4	1/4	3/8	2	1	#viio/v	e	i		#viio/v	#vii	o			v			o	1	1	6, 3, 0		6	6
81/2	0.5	28	28	0	0	3/8	2	1	V2	e	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
41	0.5	28	28	1/8	1/8	3/8	2	1	V43/ii	e	i		V43/ii	V		43		ii			Mm7	1	1	4, 1, 3, 7		3	4
83/2	0.5	28	28	1/4	1/4	3/8	2	1	V7/V	e	i		V7/V	V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
42	0.5	29	29	0	0	3/8	2	1	V64	e	i		V64	V		64					M	1	1	2, 1, 5		1	2
85/2	0.5	29	29	1/8	1/8	3/8	2	1	V7	e	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
43	0.5	29	29	1/4	1/4	3/8	2	1	V2/iv	e	i		V2/iv	V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
87/2	0.5	30	30	0	0	3/8	2	1	ii%65/v	e	i		ii%65/v	ii	%	65		v			%7	1	1	0, -3, 1, 3		3	0
44	0.5	30	30	1/8	1/8	3/8	2	1	V(9)/v	e	i		V(9)/v	V			9	v			M	1	1	2, 6, 3	-3	2	2
89/2	0.5	30	30	1/4	1/4	3/8	2	1	vii%7/iv	e	i		vii%7/iv	vii	%	7		iv			%7	1	1	-3, -6, -9, -5		-3	-3
45	0.5	31	31	0	0	3/8	2	1	#viio7/v	e	i		#viio7/v	#vii	o	7		v			o7	1	1	6, 3, 0, -3		6	6
91/2	0.5	31	31	1/8	1/8	3/8	2	1	V7/v	e	i		V7/v	V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
46	0.5	31	31	1/4	1/4	3/8	2	1	V2	e	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
93/2	0.5	32	32	0	0	3/8	2	1	#viio7/iv	e	i		#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
47	0.5	32	32	1/8	1/8	3/8	2	1	V7/iv	e	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
95/2	0.5	32	32	1/4	1/4	3/8	2	1	V2/VII	e	i		V2/VII	V		2		VII			Mm7	1	1	-3, -1, 3, 0		-1	-3
48	0.5	33	33	0	0	3/8	2	1	#viio65	e	i		#viio65	#vii	o	65					o7	1	1	2, -1, -4, 5		5	2
97/2	0.5	33	33	1/8	1/8	3/8	2	1	V7/III	e	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
49	0.5	33	33	1/4	1/4	3/8	2	1	IIIM2	e	i		IIIM2	III	M	2					MM7	1	1	2, -3, 1, -2		-3	2
99/2	0.5	34	34	0	0	3/8	2	1	ii%65/v	e	i		ii%65/v	ii	%	65		v			%7	1	1	0, -3, 1, 3		3	0
50	0.5	34	34	1/8	1/8	3/8	2	1	V43/v	e	i		V43/v	V		43		v			Mm7	1	1	3, 0, 2, 6		2	3
101/2	0.5	34	34	1/4	1/4	3/8	2	1	V2/v	e	i		V2/v	V		2		v			Mm7	1	1	0, 2, 6, 3		2	0
51	0.5	35	35	0	0	3/8	2	1	v[v6	e	i	v	v6	v		6					m	1	1	-2, 2, 1		1	-2
103/2	0.5	35	35	1/8	1/8	3/8	2	1	v	e	i	v	v	v							m	1	1	1, -2, 2		1	1
52	0.5	35	35	1/4	1/4	3/8	2	1	#viio64	e	i	v	#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
105/2	1.0	36	36	0	0	3/8	2	1	i6	e	i	v	i6	i		6					m	1	1	-3, 1, 0		0	-3
107/2	0.5	36	36	1/4	1/4	3/8	2	1	V2/iv	e	i	v	V2/iv	V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
54	1.0	37	37	0	0	3/8	2	1	IV6	e	i	v	IV6	IV		6					M	1	1	3, 0, -1		-1	3
55	0.5	37	37	1/4	1/4	3/8	2	1	#viio6/v	e	i	v	#viio6/v	#vii	o	6		v			o	1	1	3, 0, 6		6	3
111/2	0.5	38	38	0	0	3/8	2	1	v6	e	i	v	v6	v		6					m	1	1	-2, 2, 1		1	-2
56	0.5	38	38	1/8	1/8	3/8	2	1	v]	e	i	v	v	v							m	1	1	1, -2, 2		1	1
113/2	0.5	38	38	1/4	1/4	3/8	2	1	#viio6	e	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
57	0.5	39	39	0	0	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
115/2	0.5	39	39	1/8	1/8	3/8	2	1	viio64/V	e	i		viio64/V	vii	o	64		V			o	1	1	0, 6, 3		6	0
58	0.5	39	39	1/4	1/4	3/8	2	1	viio	e	i		viio	vii	o						o	1	1	-2, -5, -8		-2	-2
117/2	0.5	40	40	0	0	3/8	2	1	V7(b9)/iv	e	i		V7(b9)/iv	V		7	b9	iv			Mm7	1	1	0, 4, 1, -2	-12	0	0
59	0.5	40	40	1/8	1/8	3/8	2	1	#viio64/iv	e	i		#viio64/iv	#vii	o	64		iv			o	1	1	-2, 4, 1		4	-2
119/2	0.5	40	40	1/4	1/4	3/8	2	1	viio/VII	e	i		viio/VII	vii	o			VII			o	1	1	3, 0, -3		3	3
60	0.5	41	41	0	0	3/8	2	1	#viio2(+2)	e	i		#viio2(+2)	#vii	o	2	+2				o7	1	1	-4, 5, 2, -1	0	5	-4
121/2	0.5	41	41	1/8	1/8	3/8	2	1	iio64	e	i		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4
61	0.5	41	41	1/4	1/4	3/8	2	1	#viio43/ii	e	i		#viio43/ii	#vii	o	43		ii			o7	1	1	1, -2, 7, 4		7	1
123/2	0.75	42	42	0	0	3/8	2	1	#viio/v	e	i		#viio/v	#vii	o			v			o	1	1	6, 3, 0		6	6
249/4	0.25	42	42	3/16	3/16	3/8	2	1	V(6)/v	e	i		V(6)/v	V			6	v			M	1	1	2, 6, -2		2	2
125/2	0.75	42	42	1/4	1/4	3/8	2	1	v	e	i		v	v							m	1	1	1, -2, 2		1	1
253/4	0.25	43	43	1/16	1/16	3/8	2	1	iio6/v	e	i		iio6/v	ii	o	6		v			o	1	1	0, -3, 3		3	0
127/2	1.0	43	43	1/8	1/8	3/8	2	1	V/v	e	i		V/v	V				v			M	1	1	2, 6, 3		2	2
129/2	0.5	44	44	0	0	3/8	2	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
65	1.0	44	44	1/8	1/8	3/8	2	1	V7	e	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
66	1.0	45	45	0	0	3/8	2	1	V(64)	e	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
67	0.5	45	45	1/4	1/4	3/8	2	1	V2	e	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
135/2	1.0	46	46	0	0	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
137/2	0.5	46	46	1/4	1/4	3/8	2	1	viio64/V	e	i		viio64/V	vii	o	64		V			o	1	1	0, 6, 3		6	0
69	3.0	47	47	0	0	3/8	2	1	V\\	e	i		V	V						\\	M	1	1	1, 5, 2		1	1
72	1.5	49	49	0	0	3/8	2	1	V6	e	i		V6	V		6					M	1	1	5, 2, 1		1	5
147/2	1.5	50	50	0	0	3/8	2	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
75	1.5	51	51	0	0	3/8	2	1	v6	e	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
153/2	1.5	52	52	0	0	3/8	2	1	V6	e	i		V6	V		6					M	1	1	5, 2, 1		1	5
78	0.5	53	53	0	0	3/8	2	1	VI/v	e	i		VI/v	VI				v			M	1	1	-3, 1, -2		-3	-3
157/2	0.5	53	53	1/8	1/8	3/8	2	1	V/v	e	i		V/v	V				v			M	1	1	2, 6, 3		2	2
79	0.5	53	53	1/4	1/4	3/8	2	1	iv/v	e	i		iv/v	iv				v			m	1	1	0, -3, 1		0	0
159/2	1.0	54	54	0	0	3/8	2	1	v6	e	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
161/2	0.5	54	54	1/4	1/4	3/8	2	1	VI6/v	e	i		VI6/v	VI		6		v			M	1	1	1, -2, -3		-3	1
81	0.5	55	55	0	0	3/8	2	1	v6	e	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
163/2	0.5	55	55	1/8	1/8	3/8	2	1	V2/IV	e	i		V2/IV	V		2		IV			Mm7	1	1	-2, 0, 4, 1		0	-2
82	0.5	55	55	1/4	1/4	3/8	2	1	IV6	e	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
165/2	0.5	56	56	0	0	3/8	2	1	iv(9)/v	e	i		iv(9)/v	iv			9	v			m	1	1	0, -3, 1	2	0	0
83	0.5	56	56	1/8	1/8	3/8	2	1	V2/v	e	i		V2/v	V		2		v			Mm7	1	1	0, 2, 6, 3		2	0
167/2	0.5	56	56	1/4	1/4	3/8	2	1	v6	e	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
84	0.5	57	57	0	0	3/8	2	1	VI6	e	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
169/2	0.5	57	57	1/8	1/8	3/8	2	1	III	e	i		III	III							M	1	1	-3, 1, -2		-3	-3
85	0.5	57	57	1/4	1/4	3/8	2	1	iio	e	i		iio	ii	o						o	1	1	2, -1, -4		2	2
171/2	0.5	58	58	0	0	3/8	2	1	ii%7	e	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
86	0.5	58	58	1/8	1/8	3/8	2	1	V43/III	e	i		V43/III	V		43		III			Mm7	1	1	-1, -4, -2, 2		-2	-1
173/2	0.5	58	58	1/4	1/4	3/8	2	1	vii%43/VII	e	i		vii%43/VII	vii	%	43		VII			%7	1	1	-3, 1, 3, 0		3	-3
87	0.5	59	59	0	0	3/8	2	1	IIIM7	e	i		IIIM7	III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
175/2	0.5	59	59	1/8	1/8	3/8	2	1	i43	e	i		i43	i		43					mm7	1	1	1, -2, 0, -3		0	1
88	0.5	59	59	1/4	1/4	3/8	2	1	#vii%43	e	i		#vii%43	#vii	%	43					%7	1	1	-1, 3, 5, 2		5	-1
177/2	0.5	60	60	0	0	3/8	2	1	#viio64	e	i		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
89	0.5	60	60	1/8	1/8	3/8	2	1	#vio	e	i		#vio	#vi	o						o	1	1	3, 0, -3		3	3
179/2	0.5	60	60	1/4	1/4	3/8	2	1	#viio	e	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
90	0.75	61	61	0	0	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
363/4	0.25	61	61	3/16	3/16	3/8	2	1	iio6	e	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
91	0.25	61	61	1/4	1/4	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
365/4	0.25	61	61	5/16	5/16	3/8	2	1	#viio6	e	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
183/2	1.0	62	62	0	0	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
185/2	0.5	62	62	1/4	1/4	3/8	2	1	ii%65	e	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
93	0.5	63	63	0	0	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
187/2	0.5	63	63	1/8	1/8	3/8	2	1	V2/VII	e	i		V2/VII	V		2		VII			Mm7	1	1	-3, -1, 3, 0		-1	-3
94	0.5	63	63	1/4	1/4	3/8	2	1	IIIM65	e	i		IIIM65	III	M	65					MM7	1	1	1, -2, 2, -3		-3	1
189/2	0.5	64	64	0	0	3/8	2	1	iv(9)	e	i		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
95	0.5	64	64	1/8	1/8	3/8	2	1	V2	e	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
191/2	0.5	64	64	1/4	1/4	3/8	2	1	iv65	e	i		iv65	iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
96	0.5	65	65	0	0	3/8	2	1	ii%65	e	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
193/2	0.5	65	65	1/8	1/8	3/8	2	1	ii%7	e	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
97	0.5	65	65	1/4	1/4	3/8	2	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
195/2	0.5	66	66	0	0	3/8	2	1	IIIM65	e	i		IIIM65	III	M	65					MM7	1	1	1, -2, 2, -3		-3	1
98	0.5	66	66	1/8	1/8	3/8	2	1	IIIM7	e	i		IIIM7	III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
197/2	0.5	66	66	1/4	1/4	3/8	2	1	VI	e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
99	0.5	67	67	0	0	3/8	2	1	iv65	e	i		iv65	iv		65					mm7	1	1	-4, 0, -3, -1		-1	-4
199/2	0.5	67	67	1/8	1/8	3/8	2	1	iv7	e	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
100	0.5	67	67	1/4	1/4	3/8	2	1	VII	e	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
201/2	0.5	68	68	0	0	3/8	2	1	v65	e	i		v65	v		65					mm7	1	1	-2, 2, -1, 1		1	-2
101	0.5	68	68	1/8	1/8	3/8	2	1	ii64/III	e	i		ii64/III	ii		64		III			m	1	1	0, -1, -4		-1	0
203/2	0.5	68	68	1/4	1/4	3/8	2	1	V6/III	e	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
102	0.5	69	69	0	0	3/8	2	1	III	e	i		III	III							M	1	1	-3, 1, -2		-3	-3
205/2	0.5	69	69	1/8	1/8	3/8	2	1	III64	e	i		III64	III		64					M	1	1	-2, -3, 1		-3	-2
103	0.5	69	69	1/4	1/4	3/8	2	1	v7	e	i		v7	v		7					mm7	1	1	1, -2, 2, -1		1	1
207/2	0.5	70	70	0	0	3/8	2	1	VI	e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
104	0.5	70	70	1/8	1/8	3/8	2	1	iio	e	i		iio	ii	o						o	1	1	2, -1, -4		2	2
209/2	0.5	70	70	1/4	1/4	3/8	2	1	III	e	i		III	III							M	1	1	-3, 1, -2		-3	-3
105	0.5	71	71	0	0	3/8	2	1	iv6	e	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
211/2	0.5	71	71	1/8	1/8	3/8	2	1	iv	e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
106	0.5	71	71	1/4	1/4	3/8	2	1	i7	e	i		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
213/2	0.5	72	72	0	0	3/8	2	1	iv64	e	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
107	0.5	72	72	1/8	1/8	3/8	2	1	iv	e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
215/2	0.5	72	72	1/4	1/4	3/8	2	1	v	e	i		v	v							m	1	1	1, -2, 2		1	1
108	0.5	73	73	0	0	3/8	2	1	V6/III	e	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
217/2	1.0	73	73	1/8	1/8	3/8	2	1	viio/III	e	i		viio/III	vii	o			III			o	1	1	2, -1, -4		2	2
219/2	0.5	74	74	0	0	3/8	2	1	III	e	i		III	III							M	1	1	-3, 1, -2		-3	-3
110	1.0	74	74	1/8	1/8	3/8	2	1	V7/VI	e	i		V7/VI	V		7		VI			Mm7	1	1	-3, 1, -2, -5		-3	-3
111	0.5	75	75	0	0	3/8	2	1	VIM7	e	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
223/2	1.0	75	75	1/8	1/8	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
225/2	1.5	76	76	0	0	3/8	2	1	ii%7	e	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
114	1.0	77	77	0	0	3/8	2	1	IIIM7(9)	e	i		IIIM7(9)	III	M	7	9				MM7	1	1	-3, 1, -2, 2	-1	-3	-3
115	0.5	77	77	1/4	1/4	3/8	2	1	IIIM7	e	i		IIIM7	III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
231/2	0.5	78	78	0	0	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
116	1.0	78	78	1/8	1/8	3/8	2	1	viio6/VII	e	i		viio6/VII	vii	o	6		VII			o	1	1	0, -3, 3		3	0
117	0.5	79	79	0	0	3/8	2	1	VII(4)	e	i		VII(4)	VII			4				M	1	1	-2, -3, -1		-2	-2
235/2	0.5	79	79	1/8	1/8	3/8	2	1	VII	e	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
118	0.5	79	79	1/4	1/4	3/8	2	1	VII6	e	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
237/2	0.5	80	80	0	0	3/8	2	1	iv(4)	e	i		iv(4)	iv			4				m	1	1	-1, -2, 0		-1	-1
119	0.5	80	80	1/8	1/8	3/8	2	1	iv	e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
239/2	0.5	80	80	1/4	1/4	3/8	2	1	ii%2	e	i		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
120	0.5	81	81	0	0	3/8	2	1	V7	e	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
241/2	0.25	81	81	1/8	1/8	3/8	2	1	#vi%7	e	i		#vi%7	#vi	%	7					%7	1	1	3, 0, -3, 1		3	3
483/4	0.25	81	81	3/16	3/16	3/8	2	1	V6	e	i		V6	V		6					M	1	1	5, 2, 1		1	5
121	0.25	81	81	1/4	1/4	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
485/4	0.25	81	81	5/16	5/16	3/8	2	1	V64	e	i		V64	V		64					M	1	1	2, 1, 5		1	2
243/2	1.0	82	82	0	0	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
245/2	0.5	82	82	1/4	1/4	3/8	2	1	VI6	e	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
