mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
12	9	36	1.0	1/2	1/2	2/2	2	1		IV/III	g	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
12	9	37	1.0	3/4	3/4	2/2	2	1		ii7/III	g	i		ii7/III	ii		7		III			mm7	1	1	-1, -4, 0, -3		-1	-1
13	10	38	1.0	0	0	2/2	2	1		III6	g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
13	10	39	1.0	1/4	1/4	2/2	2	1		III	g	i		III	III							M	1	1	-3, 1, -2		-3	-3
13	10	40	1.0	1/2	1/2	2/2	2	1		ii/VII	g	i		ii/VII	ii				VII			m	1	1	0, -3, 1		0	0
13	10	41	1.0	3/4	3/4	2/2	2	1		VII	g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
14	11	42	1.0	0	0	2/2	2	1		viio/VII	g	i		viio/VII	vii	o			VII			o	1	1	3, 0, -3		3	3
14	11	43	1.0	1/4	1/4	2/2	2	1		V/VII	g	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
14	11	44	1.0	1/2	1/2	2/2	2	1		IV6/VII	g	i		IV6/VII	IV		6		VII			M	1	1	1, -2, -3		-3	1
14	11	45	1.0	3/4	3/4	2/2	2	1		viio/VII	g	i		viio/VII	vii	o			VII			o	1	1	3, 0, -3		3	3
15	12	46	1.0	0	0	2/2	2	1		VII	g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
15	12	47	1.0	1/4	1/4	2/2	2	1		VII6	g	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
15	12	48	1.0	1/2	1/2	2/2	2	1		iv65/v	g	i		iv65/v	iv		65		v			mm7	1	1	-3, 1, -2, 0		0	-3
15	12	49	1.0	3/4	3/4	2/2	2	1		iv7/v	g	i		iv7/v	iv		7		v			mm7	1	1	0, -3, 1, -2		0	0
16	13	50	1.0	0	0	2/2	2	1		iio/v	g	i		iio/v	ii	o			v			o	1	1	3, 0, -3		3	3
16	13	51	1.0	1/4	1/4	2/2	2	1		V/v	g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
16	13	52	1.0	1/2	1/2	2/2	2	1		IV6/v	g	i		IV6/v	IV		6		v			M	1	1	4, 1, 0		0	4
16	13	53	1.0	3/4	3/4	2/2	2	1		#viio/v	g	i		#viio/v	#vii	o			v			o	1	1	6, 3, 0		6	6
17	14	54	3.0	0	0	2/2	2	1		v	g	i		v	v							m	1	1	1, -2, 2		1	1
17	14	57	2.0	3/4	3/4	2/2	2	1		v6	g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
18	15	59	1.0	1/4	1/4	2/2	2	1		V(64)/v	g	i		V(64)/v	V			64	v			M	1	1	2, 1, -2		2	2
18	15	60	1.0	1/2	1/2	2/2	2	1		V64/v	g	i		V64/v	V		64		v			M	1	1	3, 2, 6		2	3
18	15	61	1.0	3/4	3/4	2/2	2	1		V/v	g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
19	16	62	2.0	0	0	2/2	2	1		v	g	i		v	v							m	1	1	1, -2, 2		1	1
19	16	64	1.0	1/2	1/2	2/2	2	1		iv/v	g	i		iv/v	iv				v			m	1	1	0, -3, 1		0	0
19	16	65	1.0	3/4	3/4	2/2	2	1		III6/v	g	i		III6/v	III		6		v			M	1	1	2, -1, -2		-2	2
20	17	66	1.0	0	0	2/2	2	1		ii%43/v	g	i		ii%43/v	ii	%	43		v			%7	1	1	-3, 1, 3, 0		3	-3
20	17	67	1.0	1/4	1/4	2/2	2	1		iv/v	g	i		iv/v	iv				v			m	1	1	0, -3, 1		0	0
20	17	68	1.0	1/2	1/2	2/2	2	1		V7/v	g	i		V7/v	V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
20	17	69	1.0	3/4	3/4	2/2	2	1		V/v	g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
21	18	70	1.0	0	0	2/2	2	1		v	g	i		v	v							m	1	1	1, -2, 2		1	1
21	18	71	1.0	1/4	1/4	2/2	2	1		v6	g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
21	18	72	4.0	1/2	1/2	2/2	2	1		i[V7/iv	g	i	i	V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
22	19	76	2.0	1/2	1/2	2/2	2	1		iio/iv	g	i	i	iio/iv	ii	o			iv			o	1	1	1, -2, -5		1	1
23	20	78	4.0	0	0	2/2	2	1		iv	g	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
24	21	82	4.0	0	0	2/2	2	1		i	g	i	i	i	i							m	1	1	0, -3, 1		0	0
25	22	86	2.0	0	0	2/2	2	1		#viio	g	i	i	#viio	#vii	o						o	1	1	5, 2, -1		5	5
25	22	88	2.0	1/2	1/2	2/2	2	1		iio	g	i	i	iio	ii	o						o	1	1	2, -1, -4		2	2
26	23	90	2.0	0	0	2/2	2	1		i]	g	i	i	i	i							m	1	1	0, -3, 1		0	0
26	23	92	1.0	1/2	1/2	2/2	2	1		#viio	g	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
26	23	93	1.0	3/4	3/4	2/2	2	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
27	24	94	1.0	0	0	2/2	2	1		V	g	i		V	V							M	1	1	1, 5, 2		1	1
27	24	95	1.0	1/4	1/4	2/2	2	1		#viio64	g	i		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
27	24	96	1.0	1/2	1/2	2/2	2	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
27	24	97	1.0	3/4	3/4	2/2	2	1		V(64)	g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
28	25	98	1.0	0	0	2/2	2	1		#viio7	g	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
28	25	99	1.0	1/4	1/4	2/2	2	1		V(64)	g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
28	25	100	1.0	1/2	1/2	2/2	2	1		i(94)	g	i		i(94)	i			94				m	1	1	0, -1, 1	2	0	0
28	25	101	1.0	3/4	3/4	2/2	2	1		V(64)	g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
29	26	102	1.0	0	0	2/2	2	1		V	g	i		V	V							M	1	1	1, 5, 2		1	1
29	26	103	1.0	1/4	1/4	2/2	2	1		V2	g	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
29	26	104	1.0	1/2	1/2	2/2	2	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
29	26	105	1.0	3/4	3/4	2/2	2	1		#viio6	g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
30	27	106	2.0	0	0	2/2	2	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
30	27	108	2.0	1/2	1/2	2/2	2	1		V2/iv	g	i		V2/iv	V		2		iv			Mm7	1	1	-2, 0, 4, 1		0	-2
31	28	110	1.0	0	0	2/2	2	1		iv6(9)	g	i		iv6(9)	iv		6	9				m	1	1	-4, 0, -1	1	-1	-4
31	28	111	1.0	1/4	1/4	2/2	2	1		iv64	g	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
31	28	112	1.0	1/2	1/2	2/2	2	1		iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
31	28	113	1.0	3/4	3/4	2/2	2	1		V64/iv	g	i		V64/iv	V		64		iv			M	1	1	1, 0, 4		0	1
32	29	114	2.0	0	0	2/2	2	1		iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
32	29	116	2.0	1/2	1/2	2/2	2	1		V2/VII	g	i		V2/VII	V		2		VII			Mm7	1	1	-3, -1, 3, 0		-1	-3
33	30	118	1.0	0	0	2/2	2	1		VII6(9)	g	i		VII6(9)	VII		6	9				M	1	1	2, -1, -2	0	-2	2
33	30	119	1.0	1/4	1/4	2/2	2	1		VII64	g	i		VII64	VII		64					M	1	1	-1, -2, 2		-2	-1
33	30	120	1.0	1/2	1/2	2/2	2	1		#viio6	g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
33	30	121	1.0	3/4	3/4	2/2	2	1		iv64	g	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
34	31	122	2.0	0	0	2/2	2	1		V6	g	i		V6	V		6					M	1	1	5, 2, 1		1	5
34	31	124	2.0	1/2	1/2	2/2	2	1		#vi%7	g	i		#vi%7	#vi	%	7					%7	1	1	3, 0, -3, 1		3	3
35	32	126	1.0	0	0	2/2	2	1		V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
35	32	127	1.0	1/4	1/4	2/2	2	1		V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
35	32	128	1.0	1/2	1/2	2/2	2	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
35	32	129	1.0	3/4	3/4	2/2	2	1		#viio6	g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
36	33	130	1.0	0	0	2/2	2	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
36	33	131	1.0	1/4	1/4	2/2	2	1		iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
36	33	132	1.0	1/2	1/2	2/2	2	1		V(64)	g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
36	33	133	1.0	3/4	3/4	2/2	2	1		V	g	i		V	V							M	1	1	1, 5, 2		1	1
37	34	134	2.0	0	0	2/2	2	1		i\\	g	i		i	i						\\	m	1	1	0, -3, 1		0	0
