mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
10	7	57/2	0.5	5/8	5/8	4/4	2	1		iv6	Eb	vi		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
10	7	29	1.0	3/4	3/4	4/4	2	1		iv	Eb	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
11	8	30	2.0	0	0	4/4	2	1		V}	Eb	vi		V	V						}	M	0	1	1, 5, 2		1	1
11	8	32	2.0	1/2	1/2	4/4	2	1		V6/iv{	Eb	vi		V6/iv	V		6		iv		{	M	0	1	4, 1, 0		0	4
12	9	34	2.0	0	0	4/4	2	1		iv	Eb	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
12	9	36	2.0	1/2	1/2	4/4	2	1		V6/III	Eb	vi		V6/III	V		6		III			M	0	1	2, -1, -2		-2	2
13	10	38	2.0	0	0	4/4	2	1		III	Eb	vi		III	III							M	0	1	-3, 1, -2		-3	-3
13	10	40	1.0	1/2	1/2	4/4	2	1		iv64	Eb	vi		iv64	iv		64					m	0	1	0, -1, -4		-1	0
13	10	41	0.5	3/4	3/4	4/4	2	1		ii6	Eb	vi		ii6	ii		6					m	0	1	-1, 3, 2		2	-1
13	10	83/2	0.5	7/8	7/8	4/4	2	1		ii	Eb	vi		ii	ii							m	0	1	2, -1, 3		2	2
14	11	42	1.0	0	0	4/4	2	1		#viio7	Eb	vi		#viio7	#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
14	11	43	0.5	1/4	1/4	4/4	2	1		i6	Eb	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
14	11	87/2	0.5	3/8	3/8	4/4	2	1		i	Eb	vi		i	i							m	0	1	0, -3, 1		0	0
14	11	44	0.5	1/2	1/2	4/4	2	1		VI	Eb	vi		VI	VI							M	0	1	-4, 0, -3		-4	-4
14	11	89/2	0.5	5/8	5/8	4/4	2	1		ii%65	Eb	vi		ii%65	ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
14	11	45	1.0	3/4	3/4	4/4	2	1		V	Eb	vi		V	V							M	0	1	1, 5, 2		1	1
15	12	46	3.0	0	0	4/4	2	1		i|PAC}	Eb	vi		i	i					PAC	}	m	0	1	0, -3, 1		0	0
15	12	48	0.0	1/2	1/2	4/4	2	1		{	Eb	vi									{		0	1				
15	12	49	1.0	3/4	3/4	4/4	2	1		I.V6/V	Eb	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
16	13	50	2.0	0	0	4/4	2	1		V2/V	Eb	I		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
16	13	52	1.5	1/2	1/2	4/4	2	1		I6/V	Eb	I		I6/V	I		6		V			M	0	0	5, 2, 1		1	5
16	13	107/2	0.5	7/8	7/8	4/4	2	1		viio/V	Eb	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
17	14	54	0.5	0	0	4/4	2	1		I/V	Eb	I		I/V	I				V			M	0	0	1, 5, 2		1	1
17	14	109/2	0.5	1/8	1/8	4/4	2	1		V2	Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
17	14	55	0.5	1/4	1/4	4/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
17	14	111/2	0.5	3/8	3/8	4/4	2	1		V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	14	56	0.5	1/2	1/2	4/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
17	14	113/2	0.5	5/8	5/8	4/4	2	1		V2/IV	Eb	I		V2/IV	V		2		IV			Mm7	0	0	-2, 0, 4, 1		0	-2
17	14	57	1.0	3/4	3/4	4/4	2	1		IV6	Eb	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
18	15	58	0.5	0	0	4/4	2	1		IV(9b4)	Eb	I		IV(9b4)	IV			9b4				M	0	0	-1, -2, 0	1	-1	-1
18	15	117/2	0.5	1/8	1/8	4/4	2	1		ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
18	15	59	1.0	1/4	1/4	4/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
18	15	60	0.5	1/2	1/2	4/4	2	1		viio	Eb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
18	15	121/2	0.5	5/8	5/8	4/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
18	15	61	0.5	3/4	3/4	4/4	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
18	15	123/2	0.5	7/8	7/8	4/4	2	1		ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
19	16	62	0.5	0	0	4/4	2	1		V(64)	Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
19	16	125/2	0.5	1/8	1/8	4/4	2	1		V|HC}	Eb	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
19	16	63	1.0	1/4	1/4	4/4	2	1		V43	Eb	I		V43	V		43					Mm7	0	0	2, -1, 1, 5		1	2
19	16	64	3.5	1/2	1/2	4/4	2	1		I{	Eb	I		I	I						{	M	0	0	0, 4, 1		0	0
20	17	135/2	0.5	3/8	3/8	4/4	2	1		viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
20	17	68	1.5	1/2	1/2	4/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
20	17	139/2	0.5	7/8	7/8	4/4	2	1		V65/IV	Eb	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
21	18	70	1.5	0	0	4/4	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
21	18	143/2	0.5	3/8	3/8	4/4	2	1		V7/IV	Eb	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
21	18	72	1.0	1/2	1/2	4/4	2	1		ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
21	18	73	1.0	3/4	3/4	4/4	2	1		ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
22	19	74	2.0	0	0	4/4	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
22	19	76	2.0	1/2	1/2	4/4	2	1		iii	Eb	I		iii	iii							m	0	0	4, 1, 5		4	4
23	20	78	2.0	0	0	4/4	2	1		vi	Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
23	20	80	2.0	1/2	1/2	4/4	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
24	21	82	1.0	0	0	4/4	2	1		ii7	Eb	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
24	21	83	1.0	1/4	1/4	4/4	2	1		viio	Eb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
24	21	84	0.5	1/2	1/2	4/4	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
24	21	169/2	1.0	5/8	5/8	4/4	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
24	21	171/2	0.5	7/8	7/8	4/4	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
25	22	86	2.0	0	0	4/4	2	1		I|PAC}	Eb	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
